"","X.1","id_manz","P","D","L","X","Y","X1_FR_A","X2_FR_A","YearLastAFII","ageAP","nbSpray","nbSprayI","nbSprayII","nbPos","DenH","InspH","PosInspH","RocH","PosRocH","Total","nbDen","nbInsp","nbInspProg","nbInspPos","nbRoc","nbRocProg","nbRocPos","IIspray","Unspray","ManzPos2012","ManzPosPre2012","ManzVigPre2012","NextManzPosPre2012","codeLoc","focus","Den1","DenPredicted","LogDenPredicted"
"1236",3042,"209-24",1,24,"5",222601.007994063,8180705.82419937,4,5,5,7,16,15,16,0,1,3,0,0,0,16,1,4,4,0,0,0,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.5",TRUE,TRUE,0.108930883254143,2.21704169646438
"1237",3043,"209-25",1,25,"6",230523.740561778,8180288.29668883,6,6,6,6,18,15,15,4,0,0,0,0,0,18,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.6",TRUE,FALSE,0.0184492348840787,3.99273237905312
"1238",3045,"209-7",1,7,"15",226417.901616,8180659.7814452,3,4,4,8,5,5,4,3,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.15",TRUE,FALSE,0.0965474277875509,2.33772091171003
"1239",3047,"209-9",1,9,"19",194962.395171667,8182231.41669756,8,9,9,3,9,9,9,1,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.00136717756508689,6.59500683568395
"1240",3053,"210-13",1,13,"94",233041.48185764,8184265.74839075,NA,9,9,3,68,57,57,13,2,11,2,6,2,75,2,11,30,2,6,6,2,9,7,TRUE,FALSE,TRUE,FALSE,"1.13.94",TRUE,TRUE,0.0843282300234244,2.47303859430998
"1241",3054,"210-18",1,18,"7A",224035.902615,8181767.967555,5,5,5,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.7A",TRUE,FALSE,0.0330192281953904,3.41066521461583
"1242",3055,"210-23",1,23,"16",220616.345781636,8178983.82545827,5,6,6,6,8,5,8,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.23.16",TRUE,FALSE,0.0448869863724468,3.10360736204741
"1243",3056,"210-24",1,24,"5",222534.266483286,8180678.07475586,4,5,5,7,7,6,7,0,0,2,0,0,0,7,0,2,2,0,0,0,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.5",TRUE,FALSE,0.112917314330556,2.18109945970402
"1244",3057,"210-25",1,25,"6",230535.184104364,8180229.270098,6,6,6,6,11,11,8,1,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.6",TRUE,FALSE,0.0112568292823917,4.4867802871867
"1245",3059,"210-7",1,7,"15",226393.1520345,8180723.22969017,3,4,4,8,6,6,6,5,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.15",TRUE,FALSE,0.106028567213122,2.24404671916863
"1246",3061,"210-9",1,9,"19",194929.656605,8182292.5969785,8,9,9,3,8,7,8,4,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.0034901200925641,5.65781913288301
"1247",3069,"211-13",1,13,"94",233221.945552683,8184316.8528803,8,9,9,3,47,45,28,2,0,0,0,0,0,60,0,0,0,0,0,0,0,9,13,FALSE,FALSE,FALSE,FALSE,"1.13.94",TRUE,FALSE,0.0598107400156493,2.81657003522761
"1248",3071,"211-23",1,23,"16",220649.0697526,8178942.6469322,5,6,6,6,8,7,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.23.16",TRUE,FALSE,0.0440864042726865,3.1216038371978
"1249",3072,"211-24",1,24,"5",222556.256833,8180670.25433714,4,5,5,7,6,6,6,2,2,5,4,7,5,7,4,8,15,5,9,9,6,5,1,FALSE,TRUE,TRUE,TRUE,"1.24.5",TRUE,TRUE,0.160163517729804,1.831559999809
"1250",3073,"211-25",1,25,"6",230484.07020337,8180234.14506296,6,6,6,6,24,23,20,3,0,0,0,0,0,27,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.25.6",TRUE,FALSE,0.0203833683519838,3.89303598751443
"1251",3076,"211-7",1,7,"15",226372.2298745,8180768.97047167,3,4,4,8,6,6,6,4,1,3,0,1,0,6,2,5,10,0,1,1,0,4,0,FALSE,FALSE,TRUE,FALSE,"1.7.15",TRUE,TRUE,0.101328654490078,2.2893860401053
"1252",3077,"21-18",1,18,"1",223555.66592,8180935.500113,4,5,5,7,6,6,6,1,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.1",TRUE,FALSE,0.0411238354841298,3.19116738679285
"1253",3079,"211-9",1,9,"19",194999.469554727,8182332.98049027,8,9,9,3,11,11,10,2,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.00204509567014315,6.19231070811555
"1254",3083,"212-13",1,13,"94",233239.011403077,8184214.0616335,8,9,9,3,22,20,11,0,0,0,0,0,0,26,0,0,0,0,0,0,0,9,4,FALSE,FALSE,FALSE,FALSE,"1.13.94",TRUE,FALSE,0.0121262411207895,4.41238348691958
"1255",3085,"212-23",1,23,"16",220670.3462548,8178994.0092358,NA,6,6,6,2,1,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.23.16",TRUE,FALSE,0.046507981161959,3.06813134322533
"1256",3086,"212-24",1,24,"5",222599.14088925,8180672.1155925,4,5,5,7,4,4,3,0,1,2,1,1,1,4,1,4,7,1,1,3,1,5,0,FALSE,TRUE,TRUE,TRUE,"1.24.5",TRUE,TRUE,0.115466974031559,2.15877072902938
"1257",3087,"212-25",1,25,"7",230020.6518717,8180069.9741617,6,6,6,6,8,8,6,3,0,0,0,0,0,10,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.7",TRUE,FALSE,0.0203457150398278,3.89488495241849
"1258",3088,"21-23",1,23,"1",218511.581741833,8182416.912607,5,6,6,6,6,4,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.1",TRUE,FALSE,0.0414068040786131,3.18431006192985
"1259",3090,"21-24",1,24,"1",223076.373987286,8179577.25342848,NA,NA,5,7,15,14,8,4,0,0,0,0,0,21,0,0,0,0,0,0,0,5,6,FALSE,FALSE,FALSE,FALSE,"1.24.1",TRUE,FALSE,0.190943992697777,1.65577512588521
"1260",3091,"21-25",1,25,"1",228772.606668,8180984.916344,5,6,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.1",TRUE,FALSE,0.00834871500326169,4.78564764378688
"1261",3092,"212-7",1,7,"16",226411.567922857,8180863.26638414,NA,NA,NA,NA,5,5,5,0,0,0,0,2,0,7,0,0,0,0,2,2,0,NA,2,FALSE,FALSE,TRUE,FALSE,"1.7.16",TRUE,FALSE,0.0382944052229928,3.26245147119458
"1262",3094,"212-9",1,9,"19",195036.722039,8182270.9595087,8,9,9,3,10,8,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.000671690622496048,7.30571270664041
"1263",3095,"2-13",1,13,"103",234904.752081667,8184745.839496,NA,NA,11,1,2,1,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,1,FALSE,FALSE,FALSE,FALSE,"1.13.103",TRUE,FALSE,0.00155531556097523,6.46607682083603
"1264",3099,"213-13",1,13,"107",235802.481736167,8184174.63312017,NA,NA,11,1,4,4,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,2,FALSE,FALSE,FALSE,FALSE,"1.13.107",TRUE,FALSE,0.00319991072400021,5.74463236831557
"1265",3100,"213-18",1,18,"8",223865.799079125,8181896.80088925,5,5,6,6,8,8,7,2,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.8",TRUE,FALSE,0.0258036971493109,3.65723749696019
"1266",3101,"213-23",1,23,"16",220641.666469444,8179043.15809844,5,6,6,6,7,7,6,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.23.16",TRUE,FALSE,0.0443023259369864,3.11671809908843
"1267",3102,"213-24",1,24,"5",222587.73616975,8180627.80326175,4,5,5,7,4,4,4,0,1,4,0,2,0,4,1,4,4,0,2,3,0,5,0,FALSE,FALSE,TRUE,FALSE,"1.24.5",TRUE,TRUE,0.115466974031559,2.15877072902938
"1268",3103,"213-25",1,25,"7",230097.1386522,8180067.631127,6,6,6,6,3,1,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.7",TRUE,FALSE,0.00860782867951608,4.75508317823334
"1269",3105,"213-7",1,7,"16",226425.9764906,8180895.9288958,3,4,4,8,5,5,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.16",TRUE,FALSE,0.0678117246383615,2.69102016921707
"1270",3107,"213-9",1,9,"19",195108.170601222,8182305.61896511,8,9,9,3,9,8,9,2,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.00206514963043535,6.18255259493501
"1271",3111,"214-13",1,13,"107",235796.504675733,8184224.19808213,NA,NA,11,1,13,11,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,2,FALSE,FALSE,FALSE,FALSE,"1.13.107",TRUE,FALSE,0.00306156292581465,5.78882973334123
"1272",3112,"214-18",1,18,"8",223833.088080625,8181928.463973,5,5.125,6,6,7,7,7,1,0,0,0,0,0,8,0,0,0,0,0,0,0,5.125,1,FALSE,FALSE,FALSE,FALSE,"1.18.8",TRUE,FALSE,0.0224688694374034,3.79562450836297
"1273",3113,"214-23",1,23,"16",220659.171867,8179089.5744212,5,6,6,6,4,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.16",TRUE,FALSE,0.0440605113927072,3.12219133094114
"1274",3114,"214-24",1,24,"5",222551.603570667,8180592.96265856,4,5,5,7,8,8,8,2,0,1,0,0,0,9,0,1,1,0,0,0,0,5,1,FALSE,FALSE,TRUE,FALSE,"1.24.5",TRUE,FALSE,0.158560286794905,1.84162039965522
"1275",3115,"214-25",1,25,"7",230144.192888167,8180074.67509067,6,6,6,6,11,9,10,2,0,0,0,0,0,12,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.7",TRUE,FALSE,0.0157356812216565,4.15182445600242
"1276",3117,"214-7",1,7,"16",226445.73991425,8180902.458024,3,4,4,8,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.16",TRUE,FALSE,0.0684324556898385,2.68190806850294
"1277",3123,"215-13",1,13,"107",235792.593604421,8184301.11388353,NA,NA,11,1,13,10,11,1,0,0,0,0,0,19,0,0,0,0,0,0,0,11,6,FALSE,FALSE,FALSE,FALSE,"1.13.107",TRUE,FALSE,0.0208263475249779,3.87153638594087
"1278",3124,"215-18",1,18,"8",223787.09182875,8181952.525723,5,5.25,6,6,4,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5.25,0,FALSE,FALSE,FALSE,FALSE,"1.18.8",TRUE,FALSE,0.0143404535585635,4.24467081540126
"1279",3125,"215-23",1,23,"16",220711.044648222,8179132.02855011,NA,NA,NA,NA,8,8,8,7,3,5,1,6,1,9,4,8,18,1,6,6,1,NA,1,FALSE,TRUE,TRUE,TRUE,"1.23.16",TRUE,TRUE,0.0382944052229928,3.26245147119458
"1280",3126,"215-24",1,24,"5",222536.789648333,8180564.450961,NA,NA,NA,NA,2,1,1,1,2,2,0,3,1,3,2,3,4,0,3,3,1,NA,1,TRUE,FALSE,TRUE,FALSE,"1.24.5",TRUE,TRUE,0.0382944052229928,3.26245147119458
"1281",3127,"215-25",1,25,"7",230259.1488371,8180116.7289591,NA,6,6,6,9,8,8,1,0,0,0,0,0,10,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.25.7",TRUE,FALSE,0.012372354927591,4.39229073659869
"1282",3129,"215-7",1,7,"16",226463.235182333,8180918.614222,3,4,4,8,3,3,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.16",TRUE,FALSE,0.0826595196151281,2.49302528149143
"1283",3131,"215-9",1,9,"19",195175.7079323,8182299.8648155,NA,9,9,3,10,9,9,1,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.00136021635342325,6.60011150848715
"1284",3135,"216-13",1,13,"107",235788.343613818,8184405.10654873,NA,NA,11,1,16,13,10,0,0,0,0,0,0,22,0,0,0,0,0,0,0,11,6,FALSE,FALSE,FALSE,FALSE,"1.13.107",TRUE,FALSE,0.0143229491324113,4.24589219365261
"1285",3136,"216-18",1,18,"8",223776.231836625,8181981.6778655,5,5.375,6,6,8,6,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5.375,0,FALSE,FALSE,FALSE,FALSE,"1.18.8",TRUE,FALSE,0.0139016230950549,4.2757496762341
"1286",3137,"216-23",1,23,"16",220714.7524142,8179079.9225834,5,6,6,6,4,3,4,4,1,3,0,4,0,5,1,3,4,0,4,5,0,6,1,FALSE,FALSE,TRUE,FALSE,"1.23.16",TRUE,TRUE,0.111696385421072,2.19197093313449
"1287",3138,"216-24",1,24,"5",222495.828928417,8180584.2879085,4,5,5,7,12,12,12,3,3,5,3,7,3,12,4,9,18,3,7,7,3,5,0,TRUE,FALSE,TRUE,FALSE,"1.24.5",TRUE,TRUE,0.182855990228962,1.69905637457902
"1288",3139,"216-25",1,25,"7",230343.34789245,8180131.97764265,6,6,6,6,14,12,11,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,6,FALSE,FALSE,FALSE,FALSE,"1.25.7",TRUE,FALSE,0.00862515605428008,4.75307222297853
"1289",3141,"216-7",1,7,"16",226439.098131556,8180959.45923867,3,4,4,8,9,9,8,1,0,0,0,0,0,9,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.16",TRUE,FALSE,0.0790088249039677,2.53819572510879
"1290",3143,"216-9",1,9,"19",195235.617617125,8182303.01142837,8,9,9,3,8,8,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.000678953666002209,7.29495767131684
"1291",3144,"21-7",1,7,"4",226710.148281636,8179965.84055627,3,4,4,8,11,11,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.4",TRUE,FALSE,0.0654992135195331,2.72571714374839
"1292",3148,"217-13",1,13,"107",235780.927887,8184509.57755711,NA,NA,11,1,7,6,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,2,FALSE,FALSE,FALSE,FALSE,"1.13.107",TRUE,FALSE,0.00313947149292372,5.76370080758393
"1293",3149,"217-18",1,18,"8",223826.337344,8181974.83408027,5,5.09090909090909,6,6,11,11,11,5,0,0,0,0,0,11,0,0,0,0,0,0,0,5.09090909090909,0,FALSE,FALSE,FALSE,FALSE,"1.18.8",TRUE,FALSE,0.0373763415729123,3.28671735298807
"1294",3150,"217-23",1,23,"16",220700.9597476,8179040.162435,5,6,6,6,5,4,5,1,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.16",TRUE,FALSE,0.0608905003834175,2.79867810356955
"1295",3151,"217-24",1,24,"5",222430.132401562,8180617.43467306,4,5,5,7,16,15,15,3,1,1,0,0,0,16,1,1,6,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,TRUE,0.180716024347982,1.71082840602418
"1296",3152,"217-25",1,25,"7",230443.7655938,8180145.8657662,6,6,6,6,5,5,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.7",TRUE,FALSE,0.0116781943856518,4.4500319038019
"1297",3154,"217-7",1,7,"16",226425.338225,8180947.741401,3,4,4,8,4,4,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.16",TRUE,FALSE,0.0684324556898385,2.68190806850294
"1298",3155,"217-8",1,8,"13",230464.72565695,8180806.5997302,7,7,7,5,39,37,35,3,0,0,0,0,0,40,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.13",TRUE,FALSE,0.019783933576933,3.92288510618207
"1299",3156,"217-9",1,9,"19",195235.161359667,8182397.27242983,8,9,9,3,6,6,5,1,0,0,0,0,0,6,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.0013935453477509,6.57590416923168
"1300",3157,"2-18",1,18,"1",223377.418249833,8180731.42588333,4,5,5,7,5,5,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.18.1",TRUE,FALSE,0.0593064400399604,2.82503737786398
"1301",3158,"21-8",1,8,"5",231582.536808909,8179179.55369273,6.09090909090909,7,7,5,10,10,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,7,1,FALSE,FALSE,FALSE,FALSE,"1.8.5",TRUE,FALSE,0.00802917419699797,4.82467359603811
"1302",3163,"218-18",1,18,"8",223879.51878275,8181966.4287985,5,5.25,6,6,8,8,8,3,1,2,0,0,0,8,1,2,13,0,0,0,0,5.25,0,FALSE,FALSE,FALSE,FALSE,"1.18.8",TRUE,TRUE,0.0302966835670939,3.49671702568848
"1303",3164,"218-23",1,23,"16",220705.0053181,8179009.4320812,NA,6,6,6,9,8,7,3,0,0,0,0,0,10,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.16",TRUE,FALSE,0.0957657343633918,2.34585033686667
"1304",3165,"218-24",1,24,"5",222473.635449167,8180644.52766767,4,5,5,7,6,6,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,FALSE,0.113636652339058,2.17474918090368
"1305",3166,"218-25",1,25,"7",230426.61486,8180250.444048,6,6,6,6,1,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,4,FALSE,FALSE,FALSE,FALSE,"1.25.7",TRUE,FALSE,0.00897133929494991,4.71372030581266
"1306",3168,"218-7",1,7,"16",226406.229014,8180933.3709908,3,4,4,8,5,5,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.16",TRUE,FALSE,0.0678117246383615,2.69102016921707
"1307",3170,"218-9",1,9,"19",195294.863245818,8182383.22389855,8,9,9,3,11,11,9,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.000668565527612045,7.31037614436815
"1308",3171,"21-9",1,9,"6",199470.574109,8174837.638454,8,9,9,3,3,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,4,FALSE,FALSE,FALSE,FALSE,"1.9.6",TRUE,FALSE,0.00431316545887426,5.44608319922494
"1309",3175,"219-13",1,13,"107",235770.9086434,8184662.00604653,NA,NA,11,1,12,8,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,11,3,FALSE,FALSE,FALSE,FALSE,"1.13.107",TRUE,FALSE,0.00521272485102221,5.25665255590083
"1310",3176,"219-18",1,18,"8",223926.926236667,8181946.5802905,5,5,6,6,6,6,6,3,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.8",TRUE,FALSE,0.0306951798212874,3.48364964579479
"1311",3177,"219-23",1,23,"17",220758.66645725,8179099.59343925,NA,6,6,6,12,10,11,1,0,0,0,0,0,12,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.17",TRUE,FALSE,0.0585620055869692,2.83766916150419
"1312",3178,"219-24",1,24,"5",222487.784488429,8180624.34647186,4,5,5,7,7,7,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,FALSE,0.112917314330556,2.18109945970402
"1313",3179,"219-25",1,25,"8",229872.00088681,8180168.94353171,6,6,6,6,16,16,12,0,0,0,0,0,0,21,0,0,0,0,0,0,0,6,5,FALSE,FALSE,FALSE,FALSE,"1.25.8",TRUE,FALSE,0.00849709743292529,4.7680306522823
"1314",3181,"219-7",1,7,"16",226372.4962101,8180988.2241162,3,4,4,8,10,10,10,0,0,0,0,3,0,10,0,0,0,0,3,3,0,4,0,FALSE,FALSE,TRUE,FALSE,"1.7.16",TRUE,FALSE,0.0657854294215986,2.72135690253346
"1315",3183,"219-9",1,9,"19",195296.9077394,8182292.669257,8,9,9,3,10,9,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.000671690622496048,7.30571270664041
"1316",3187,"220-13",1,13,"107",235761.1574658,8184764.2197906,NA,NA,11,1,8,6,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,11,2,FALSE,FALSE,FALSE,FALSE,"1.13.107",TRUE,FALSE,0.00312351457730689,5.76879644406319
"1317",3188,"220-18",1,18,"9",224113.812455,8182064.11064,5,5,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.9",TRUE,FALSE,0.0150519055302418,4.19625068249694
"1318",3189,"220-23",1,23,"17",220751.0661182,8179055.8294312,5,6,6,6,4,4,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,1,FALSE,FALSE,FALSE,FALSE,"1.23.17",TRUE,FALSE,0.0440605113927072,3.12219133094114
"1319",3190,"220-24",1,24,"5",222526.0203515,8180616.28902375,4,5,5,7,4,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,FALSE,0.115466974031559,2.15877072902938
"1320",3191,"220-25",1,25,"8",230093.897598769,8180269.64151715,6,6,6,6,11,8,10,0,0,2,0,0,0,13,0,2,2,0,0,0,0,6,2,FALSE,FALSE,TRUE,FALSE,"1.25.8",TRUE,FALSE,0.00822857277618948,4.80014269656259
"1321",3193,"220-7",1,7,"16",226387.7741224,8181002.5608178,3,NA,4,8,5,5,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.16",TRUE,FALSE,0.0678117246383615,2.69102016921707
"1322",3195,"220-9",1,9,"19",195356.89056325,8182297.86861325,8,9,9,3,8,8,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.000678953666002209,7.29495767131684
"1323",3202,"221-13",1,13,"106",234950.9142925,8183882.76054762,NA,NA,11,1,4,2,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,11,4,FALSE,FALSE,FALSE,FALSE,"1.13.106",TRUE,FALSE,0.00811329941313009,4.81425066089705
"1324",3203,"221-18",1,18,"9",224171.556042625,8182049.07771937,NA,NA,NA,NA,7,7,7,2,3,6,1,8,1,8,4,6,13,1,8,10,1,NA,1,TRUE,FALSE,FALSE,FALSE,"1.18.9",TRUE,TRUE,0.0382944052229928,3.26245147119458
"1325",3204,"221-23",1,23,"17",220783.906849083,8179010.85550533,5,6,6,6,10,8,7,0,0,0,0,0,0,12,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.23.17",TRUE,FALSE,0.0437103691241729,3.13016992529762
"1326",3205,"221-24",1,24,"5",222517.412372778,8180704.39826,4,5,5,7,8,8,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,FALSE,0.0942518907724269,2.36178439160933
"1327",3206,"221-25",1,25,"8",230255.272176909,8180337.99527964,6,6,6,6,9,9,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,6,2,FALSE,FALSE,FALSE,FALSE,"1.25.8",TRUE,FALSE,0.0202529100528957,3.89945678943852
"1328",3209,"221-7",1,7,"16",226398.278872818,8181020.94301927,NA,4,4,8,11,10,11,1,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,FALSE,FALSE,FALSE,FALSE,"1.7.16",TRUE,FALSE,0.0783002222161662,2.54720483797962
"1329",3210,"22-18",1,18,"1",223628.838009778,8180889.148877,4,5,5,7,9,9,9,4,0,0,0,0,0,9,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.18.1",TRUE,FALSE,0.0585136857164835,2.83849460823341
"1330",3212,"221-9",1,9,"19",195356.2115492,8182379.6076548,8,9,9,3,10,8,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,9,0,FALSE,FALSE,FALSE,FALSE,"1.9.19",TRUE,FALSE,0.000671690622496048,7.30571270664041
"1331",3216,"222-13",1,13,"106",235042.97289204,8183883.47115052,NA,NA,11,1,17,15,11,5,0,0,0,0,0,25,0,0,0,0,0,0,0,11,8,FALSE,FALSE,FALSE,FALSE,"1.13.106",TRUE,FALSE,0.0480822110618629,3.03484300266899
"1332",3217,"222-18",1,18,"9",224087.620441875,8182040.01130475,5,5.3125,6,6,13,11,12,1,1,3,0,0,0,16,1,3,10,0,0,0,0,5.3125,3,FALSE,FALSE,FALSE,FALSE,"1.18.9",TRUE,TRUE,0.0237518437131212,3.74009512148839
"1333",3218,"222-23",1,23,"17",220839.626693,8178983.01422578,5,6,6,6,15,13,14,0,0,0,0,0,0,18,0,0,0,0,0,0,0,6,3,FALSE,FALSE,FALSE,FALSE,"1.23.17",TRUE,FALSE,0.0438421538673791,3.12715950736266
"1334",3219,"222-24",1,24,"5",222507.0501434,8180745.47384212,4,5,5,7,25,22,25,2,0,0,0,0,0,25,0,0,0,0,0,0,0,5,0,FALSE,FALSE,FALSE,FALSE,"1.24.5",TRUE,FALSE,0.160196118644764,1.83135647282638
"1335",3220,"222-25",1,25,"8",230271.3990478,8180258.8552272,6,6,6,6,5,5,5,1,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.25.8",TRUE,FALSE,0.0116781943856518,4.4500319038019
"1336",3221,"22-23",1,23,"1",218497.430337,8182473.44406,5,6,6,6,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,FALSE,FALSE,FALSE,FALSE,"1.23.1",TRUE,FALSE,0.0441573545156731,3.11999578560866
"1337",3223,"22-24",1,24,"1",223039.985398,8179434.6716395,NA,5,5,7,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,FALSE,FALSE,FALSE,FALSE,"1.24.1",TRUE,FALSE,0.0999105114555798,2.30348037908727
